emp_id,full_name,age,salary,city,join_date,email,department
1243,Rahul Sharma,42,73525,delhi,,invalid_email,IT
1398,Anjali Desai,N/A,-23890,mumbai,2022,invalid_email,marketing 
1087,Vikram Singh,155,NaN,Mumbai,05/09/2023,vikramsingh@yahoo.com,HR
1239,Priya Patel,NA,₹83207,Pune,2022-07-08,invalid_email,Sales
1143,Sara Khan,NA,NaN, Surat,Jan 2022,invalid_email, HR
1346,Anjali Desai,NA,81028.00,Kolkata,02-10-2023,anjali.desai@gmail.com,sales
1266,Neha Gupta,169,-116456,Bengaluru,Jan 2022,invalid_email, HR
1288,Sara Khan,N/A,62049.00,Mumbai,,sarakhan@yahoo.com,sales
1136,Priya Patel,,65120.00,Bangalore,,priyapatel@yahoo.com,sales
1166,Sara Khan,23 yrs,NaN,bangalore,06/06/2022,invalid_email,Marketing
1083,Priya Patel,47 yrs,,Bangalore,14-12-2022,,IT
1368,Pooja Reddy,NA,-105912,Chennai,,pooja.reddy@gmail.com,Marketing
1155,Anjali Desai,N/A,130701.00,mumbai,08-03-2021,anjalidesai@yahoo.com, HR
1279,Pooja Reddy,,₹87354,Chennai,,poojareddy@yahoo.com, HR
1126,Neha Gupta,,-145953,Bengaluru,2022,nehagupta@yahoo.com,sales
1195,Vikram Singh,52 yrs,₹41440,Surat,Jan 2022,vikramsingh@yahoo.com,Sales
1265,Karan Joshi,,91929.00,Chennai,08-03-2021,, HR
1381,Anjali Desai,NA,NaN,pune ,05/22/2023,invalid_email,Marketing
1104,Karan Joshi,56,70989.00,bangalore,10/05/2022,karan.joshi@GMAIL.COM,sales
1153,Vikram Singh,unknown,,Bangalore,17-08-2022,vikram.singh@gmail.com,IT
1282,Amit Kumar,30,-124481,Kolkata,2022,,SALES
1226,Priya Patel,40,57899.00,delhi,,priya.patel@GMAIL.COM,sales
1025,Anjali Desai,N/A,63588,delhi,06/08/2021,anjali.desai@gmail.com,IT
1196,Amit Kumar,NA,55367.00,Bangalore,11/08/2022,invalid_email,Marketing
1064,Vikram Singh,41 yrs,₹101724,MUMBAI,2022,invalid_email,Sales
1015,Arjun Mehta,26 yrs,,Mumbai,25-03-2021,invalid_email, HR
1297,Amit Kumar,25 yrs,₹83230,Delhi,16-04-2022,amit.kumar@GMAIL.COM, HR
1109,Neha Gupta,unknown,130073.00,bangalore,01/09/2023,invalid_email,HR
1336,Priya Patel,19,NaN, Surat,20-04-2023,priyapatel@yahoo.com,marketing 
1308,Karan Joshi,45,56047.00,Chennai,2022,karan.joshi@GMAIL.COM,SALES
1026,Arjun Mehta,,67685,delhi,2022-01-10,arjunmehta@yahoo.com,sales
1076,Sara Khan,unknown,42409.00,mumbai,2021-06-07,invalid_email,it
1043,Rahul Sharma,50 yrs,₹67537,Bengaluru,Jan 2022,rahul.sharma@GMAIL.COM,Sales
1280,Vikram Singh,51 yrs,NaN,Pune,23-04-2022,vikram.singh@gmail.com, HR
1003,Anjali Desai,NA,,bangalore,2022,,IT
1380,Vikram Singh,49 yrs,66835,mumbai,2021-07-24,vikram.singh@gmail.com,IT
1049,Neha Gupta,23 yrs,117677,pune ,2022-02-03,,sales
1016,Karan Joshi,200,80141.00,Mumbai,2022,, HR
1030,Priya Patel,48,53646.00,pune ,Jan 2022,invalid_email,sales
1121,Anjali Desai,52,,delhi,,,Marketing
1115,Karan Joshi,51 yrs,,MUMBAI,,karanjoshi@yahoo.com,marketing 
1385,Priya Patel,N/A,,Pune,Jan 2022,invalid_email,it
1216,Arjun Mehta,N/A,,Kolkata,,,it
1264,Sara Khan,47 yrs,₹68644,MUMBAI,2023-11-23,sara.khan@GMAIL.COM,IT
1209,Sara Khan,175,137143,delhi,,sara.khan@gmail.com,it
1316,Pooja Reddy,N/A,108833,Surat,,invalid_email,IT
1001,Sara Khan,58,,Kolkata,,sarakhan@yahoo.com,sales
1313,Arjun Mehta,unknown,83335,pune ,2021-05-19,,HR
1022,Anjali Desai,unknown,77504,MUMBAI,,anjalidesai@yahoo.com,marketing 
1317,Rahul Sharma,NA,,Chennai,,rahulsharma@yahoo.com,HR
1319,Neha Gupta,N/A,,mumbai,Jan 2022,nehagupta@yahoo.com,it
1007,Amit Kumar,,NaN,Surat,18-07-2022,amitkumar@yahoo.com,sales
1141,Arjun Mehta,58 yrs,NaN,pune ,Jan 2022,arjun.mehta@gmail.com, HR
1086,Vikram Singh,unknown,15706.00,Delhi,,invalid_email,SALES
1352,Vikram Singh,161,,Chennai,02/17/2021,invalid_email,marketing 
1241,Karan Joshi,35,NaN, Surat,02/28/2022,karan.joshi@gmail.com,it
1215,Vikram Singh,NA,NaN,MUMBAI,,invalid_email,IT
1068,Sara Khan,,60780.00,mumbai,Jan 2022,sara.khan@GMAIL.COM,HR
1050,Sara Khan,unknown,-49847,Bengaluru,2021-05-10,,marketing 
1156,Vikram Singh,N/A,-36031,pune ,,,sales
1252,Amit Kumar,,₹134055,delhi,2022,invalid_email,Sales
1357,Priya Patel,26 yrs,102644.00, Surat,15-08-2021,priya.patel@gmail.com,HR
1254,Amit Kumar,N/A,₹149428,Bengaluru,Jan 2022,amit.kumar@gmail.com,marketing 
1276,Pooja Reddy,55,,delhi,27-09-2023,poojareddy@yahoo.com,IT
1178,Rahul Sharma,38,₹50601,Delhi,2023-02-17,rahul.sharma@GMAIL.COM,sales
1281,Arjun Mehta,38 yrs,₹103092,Delhi,10/14/2022,arjun.mehta@GMAIL.COM,sales
1390,Priya Patel,196,-144230,MUMBAI,03/17/2022,priya.patel@gmail.com,HR
1237,Amit Kumar,unknown,139076,bangalore,04/18/2022,invalid_email,sales
1071,Pooja Reddy,N/A,,Pune,03/02/2021,invalid_email,SALES
1129,Arjun Mehta,NA,110084.00,mumbai,2022,arjun.mehta@GMAIL.COM,SALES
1144,Pooja Reddy,unknown,-48461,Surat,,poojareddy@yahoo.com, HR
1335,Amit Kumar,27 yrs,128772,MUMBAI,,,HR
1133,Sara Khan,40,₹41071,Bengaluru,20-07-2021,,Marketing
1203,Sara Khan,159,,Chennai,02/03/2023,, HR
1393,Karan Joshi,unknown,,Surat,Jan 2022,karanjoshi@yahoo.com, HR
1255,Anjali Desai,NA,NaN,Kolkata,2022-04-22,anjali.desai@gmail.com,HR
1072,Rahul Sharma,unknown,,Surat,11/03/2023,rahulsharma@yahoo.com,sales
1396,Neha Gupta,187,NaN,Delhi,,,Sales
1235,Vikram Singh,,102779,Mumbai,2022,,Marketing
1037,Pooja Reddy,46 yrs,38780.00,Chennai,Jan 2022,pooja.reddy@GMAIL.COM,it
